"","gsm1667144","gsm1667145","gsm1667146","gsm336252","gsm336253","gsm336254","gsm336255","gsm336256","gsm336257","gsm336258","gsm336259","gsm336260","gsm336261","gsm336262","gsm336263","gsm336264","gsm336265","gsm336266","gsm336267","gsm336268","gsm336269","gsm336270","gsm336271","gsm336272","gsm336273","gsm336274","gsm336275","gsm336276","gsm336277","gsm336278","gsm52661","gsm52662","gsm52663","gsm52664","gsm52665","gsm52666","gsm52667","gsm52668","gsm52669","gsm52670","gsm52671","gsm9098","gsm9099","gsm9100","gsm9101","gsm9102","gsm569424","gsm569425","gsm569426","gsm569427","gsm569428","gsm1667147ul","gsm1667148ul","gsm1667149ul","gsm336202ul","gsm336203ul","gsm336204ul","gsm336205ul","gsm336206ul","gsm336207ul","gsm336208ul","gsm336209ul","gsm336210ul","gsm336211ul","gsm336212ul","gsm336213ul","gsm336214ul","gsm336215ul","gsm336216ul","gsm336217ul","gsm336218ul","gsm336219ul","gsm336220ul","gsm336221ul","gsm336222ul","gsm336223ul","gsm336224ul","gsm336225ul","gsm336226ul","gsm336227ul","gsm336228ul","gsm336229ul","gsm336230ul","gsm336231ul","gsm336232ul","gsm336233ul","gsm336234ul","gsm336235ul","gsm336236ul","gsm336237ul","gsm336238ul","gsm336239ul","gsm336240ul","gsm336241ul","gsm336242ul","gsm336243ul","gsm336244ul","gsm336245ul","gsm336246ul","gsm336247ul","gsm336248ul","gsm336249ul","gsm336250ul","gsm336251ul","gsm38689ul","gsm38690ul","gsm38691ul","gsm38692ul","gsm38693ul","gsm38694ul","gsm38695ul","gsm9093ul","gsm9094ul","gsm9095ul","gsm9096ul","gsm9097ul","gsm569429ul","gsm569430ul","gsm569431ul","gsm569432ul","gsm569433ul","nonUL_Mean","UL_Mean","Difference_UL_minus_non_means"
"SIRT7",9.16,8.36,7.96,6.48,6.45,6.1,6.96,6.92,6.57,7.09,7.03,6.13,6.55,6.95,6.96,6.84,6.78,6.67,7.13,7.01,7.17,6,6.15,6.62,6.04,6.38,6.58,6.64,7.17,7.39,5.89,5.69,5.99,5.63,6.72,6.37,5.97,5.78,5.63,6.1,5.93,6.48,6.74,6.22,6.74,6.6,5.94,5.5,5.62,5.85,5.53,9.09,8.13,3.14,6.73,6.47,6.59,6.79,6.97,6.8,6.65,6.69,6.78,7.11,7.34,5.95,7.38,7.13,6.69,5.71,6.84,6.45,6.97,6.68,6.44,6.59,6.49,6.46,6.6,7.04,6.75,6.9,6.61,7.2,6.78,6.91,6.3,6.58,6.58,7.15,6.16,6.51,6.88,6.83,6.55,7.08,7,6.39,6.5,6.49,6.58,6.86,7.34,7.08,6.13,5.77,5.78,5.79,5.98,6.13,5.31,6.68,6.15,6.5,6.31,6.1,5.69,5.35,5.8,5.71,5.37,6.53,6.53,0
